id;movie_name;year;certificate;runtime_min;genre;rating;description;director;star;votes;gross_in_dollar;with_description
tt0056403;The Reluctant Saint;1962;Not Rated;105;Biography, Comedy, Drama;7.3;In 17th century Italy, a simple and clumsy young man joins a Franciscan order, pursues full priesthood and performs a miracle that eventually ensures his sainthood.;Edward Dmytryk;"Maximilian Schell, 
Ricardo Montalban, 
Lea Padovani, 
Akim Tamiroff";448.0;;true
tt0032710;Lillian Russell;1940;Passed;127;Biography, Drama, History;6.4;The life story of the musical star from her discovery in 1890 by bandleader Tony Pastor until her retirement in 1912, when she married newspaperman Alexander Moore.;Irving Cummings;"Alice Faye, 
Don Ameche, 
Henry Fonda, 
Edward Arnold";533.0;;true
tt3069954;Soekarno;2013;;137;Biography, Drama, History;6.9;This movie follows the life of Soekarno, the first president of the Republic of Indonesia, from his childhood until he managed to proclaimed Indonesian freedom with M. Hatta in 1945.;Hanung Bramantyo;"Ario Bayu, 
Muhammad Abbe, 
Moch. Achir, 
Norman R. Akyuwen";532.0;;true
tt13137290;Demir Kadin Neslican;2023;;137;Biography, Drama;7.0;"The amazing life story of ""Iron Woman"" Neslican Tay.";Özgür Bakar;"Nisa Sofiya Aksongur, 
Ilker Aksum, 
Mesut Akusta, 
Hasan Denizyaran";55.0;;true
tt11412892;Autumn Girl;2021;;105;Biography, Drama, Musical;5.5;Polish film and music icon Kalina Jedrusik, a scandalous free-spirited sex symbol, fights for her independence in the prude society of the 1960s.;Katarzyna Klimkiewicz;"Maria Debska, 
Leszek Lichota, 
Krzysztof Zalewski, 
Bartlomiej Kotschedoff";686.0;;true
tt0045876;His Majesty O'Keefe;1954;Approved;91;Action, Adventure, Biography;6.1;A Yankee sea captain has adventures in paradise trying to become an entrepreneur in Micronesia.;"Byron Haskin, 
Burt Lancaster";"Burt Lancaster, 
Joan Rice, 
André Morell, 
Abraham Sofaer";1362.0;;true
tt0060408;The Fighting Prince of Donegal;1966;Not Rated;110;Adventure, Biography, Family;6.0;After inheriting his father's title, the young noble Hugh O'Connell is taken hostage by the English viceroy but escapes to lead an uprising.;Michael O'Herlihy;"Peter McEnery, 
Susan Hampshire, 
Tom Adams, 
Gordon Jackson";403.0;;true
tt23790740;Sri;2023;;;Biography;;An industrialist Srikanth Bolla who didn't let his visual impairment come in the way of his vision and founded Bollant Industries.;Tushar Hiranandani;"Rajkummar Rao, 
Alaya F, 
Jyotika, 
Sharad Kelkar";;;true
tt3134058;Tim Maia;2014;;140;Biography, Drama, Music;7.2;Biopic of Brazilian singer Tim Maia, from his childhood in Rio de Janeiro until his death at age 55, including his passage by the US, where he discovers a new style of music and is arrested for theft and drug possession.;Mauro Lima;"Babu Santana, 
Robson Nunes, 
Alinne Moraes, 
Cauã Reymond";2556.0;;true
tt0076165;The Frenchman's Garden;1978;;97;Biography, Crime, Drama;6.4;At the beginning of the twentieth century in Spain, a brothel owner and his partner lure rich men to their property, kill them and steal their money.;Paul Naschy;"María José Cantudo, 
Ágata Lys, 
Paul Naschy, 
José Calvo";221.0;;true
tt1482989;Bruce Lee, My Brother;2010;;129;Biography, Drama;6.4;The life story of martial arts icon and actor Bruce Lee.;"Manfred Wong, 
Wai-Man Yip";"Aarif Rahman, 
Tony Ka Fai Leung, 
Christy Chung, 
Jennifer Tse";1927.0;;true
tt0101650;Dalí;1991;;106;Biography, Drama;6.0;Biography of famed artist Salvador Dali, focusing mainly on his relationship with girlfriend Gala and the time they spent in New York City in 1940 and his early days in Spain collaborating with filmmaker Luis Bunuel.;Antoni Ribas;"Lorenzo Quinn, 
Sarah Douglas, 
Michael Catlin, 
Katherine Wallach";134.0;;true
tt5860550;Vico C: La vida del filosofo;2017;PG-13;114;Biography, Drama, Music;7.2;The film take us in an intimate journey through the life, trials and tribulation of iconic urban movement figure Vico C. From his days as a shy school boy, his self discovery, and the development of his amazing talent, his rapid raise to fame in his native Puerto Rico and later internationally. The darkest moments of the artist's life, including the accident that almost cost Vico C his career and...                See full summary »;Eduardo Ortíz;"Luis A. Lozada Jr., 
Mariangelie Vélez, 
César Farrait, 
Nore-Liz Latorre";331.0;;true
tt0240879;Sardar;1993;;175;Biography, Drama, History;8.1;An account of Vallbhbhai Patel's political life while India was taking first steps as an independent country.;Ketan Mehta;"Paresh Rawal, 
Tom Alter, 
Deepika Amin, 
Riju Bajaj";811.0;;true
tt4888834;Ennu Ninte Moideen;2015;;166;Biography, Drama, Romance;8.0;Based on the real-life love story of Moideen and Kanchanamala, which happened in the 1960s in the backdrop of Calicut.;R.S. Vimal;"Prithviraj Sukumaran, 
Parvathy Thiruvothu, 
Saikumar, 
Tovino Thomas";5494.0;67836.0;true
tt5771710;Rodin;2017;Not Rated;119;Biography, Drama, Romance;5.0;An account of the famous French sculptor's romance with Camille Claudel.;Jacques Doillon;"Vincent Lindon, 
Izïa Higelin, 
Séverine Caneele, 
Bernard Verley";1362.0;44261.0;true
tt0123952;Lautrec;1998;;125;Biography, Comedy, Drama;6.6;Life, passion, love...all these were part of Toulouse-Lautrec's art. His artistic development among the masters of the postimpressionism.;Roger Planchon;"Régis Royer, 
Elsa Zylberstein, 
Anémone, 
Claude Rich";663.0;;true
tt3846334;I'm Gilda;2016;;118;Biography, Drama, Music;7.0;The life and death of the tropical singer Gilda.;Lorena Muñoz;"Natalia Oreiro, 
Lautaro Delgado, 
Javier Drolas, 
Ángela Torres";1034.0;;true
tt0099127;Bethune: The Making of a Hero;1990;;115;Biography, Drama, Romance;6.4;Canadian surgeon Dr. Norman Bethune (Donald Sutherland) journeys 1,500 miles into China to reach Mao Zedong's eighth route Army in the Wu Tai mountains where he will build hospitals, ...                See full summary »;Phillip Borsos;"Donald Sutherland, 
Helen Mirren, 
Helen Shaver, 
Colm Feore";393.0;;true
tt11545958;Fun Home;;;;Biography, Comedy, Drama;;"Based on the musical and Alison Bechdel's graphic memoir, ""Fun Home"" concerns Bechdel's discovery of her own sexuality, her relationship with her gay father, and her attempts to unlock the mysteries surrounding his life.";Sam Gold;;;;true
tt5096220;King of the South;;;200;Action, Biography, Comedy;;Biopic of Master P, the hip-hop mogul, CEO, and founder of No Limit Records.;"Queen Latifah, 
Wendell Pierce, 
Romeo Miller, 
Master P";;;;true
tt0041530;Jolson Sings Again;1949;;96;Biography, Music;6.6;In this sequel to The Jolson Story, we pick up the singer's career just as he has returned to the stage after a premature retirement. But his wife has left him and the appeal of the ...                See full summary »;Henry Levin;"Larry Parks, 
Barbara Hale, 
William Demarest, 
Ludwig Donath";683.0;;true
tt2778268;Aleister Crowley: Legend of the Beast;2013;Not Rated;80;Biography, Drama;4.4;A haunting look into the world most famous occultist's journey from his death bed - from his devout Christian upbringing through his many aspirations, Aleister Crowley looks back on the many triumphs and pains of how he lived and loved.;Dom Lenoir;"Matthew Sheppard, 
Val Monk, 
John Symes, 
Kathryn Carpenter";66.0;;true
tt0047926;Cell 2455, Death Row;1955;Approved;77;Biography, Crime, Drama;6.4;Whit, condemned and awaiting execution, reviews the events of his life that has brought him to Cell 2455 on San Quentin's Death Row, a story he had told in a autobiography that became a ...                See full summary »;Fred F. Sears;"William Campbell, 
R. Wright Campbell, 
Marian Carr, 
Kathryn Grant";425.0;;true
tt4791984;Crowhurst;2017;;103;Biography, Drama, Sport;7.0;1968: An inexperienced sailor enters a round the world race which he fears he won't be able to complete yet alone win. In order to save his dignity, he decides to cheat to come last but things don't go according to plan.;Simon Rumley;"Justin Salinger, 
Amy Loughton, 
Haydn May, 
Marcus May";97.0;;true
tt0452011;The Conclave;2006;;100;Biography, Drama, History;6.5;"In 1458, five years after the fall of Constantinople to the Turk, eighteen cardinals met in Rome to elect a new pope. A 27-year-old Spanish cardinal, Rodrigo Borgia, learns to play a very dangerous game; how to survive his first conclave.";Christoph Schrewe;"Manu Fullola, 
Brian Blessed, 
James Faulkner, 
Rolf Kanies";599.0;;true
tt0070346;Luther;1974;PG;110;Biography, Drama;6.5;During the early 16th Century idealistic German monk Martin Luther, disgusted by the materialism in the church, begins the dialogue that will lead to the Protestant Reformation.;Guy Green;"Peter Cellier, 
Leonard Rossiter, 
Stacy Keach, 
Patrick Magee";458.0;;true
tt0048510;Prince of Players;1955;Approved;102;Biography, Drama;6.7;A tragic and sentimental story that depicts the early career of the 19th century American actor, Edwin Booth with some mention of the events leading to the assassination of President ...                See full summary »;Philip Dunne;"Richard Burton, 
Maggie McNamara, 
John Derek, 
Raymond Massey";424.0;;true
tt0024747;Strauss' Great Waltz;1934;Approved;80;Biography, Music, Romance;5.8;The story of Johann Strauss the elder and younger.;Alfred Hitchcock;"Edmund Gwenn, 
Esmond Knight, 
Jessie Matthews, 
Fay Compton";1566.0;;true
tt0048602;Seven Angry Men;1955;Passed;90;Biography, History, Western;6.4;Rise, fall and execution of John Brown, fanatic abolitionist.;Charles Marquis Warren;"Raymond Massey, 
Debra Paget, 
Jeffrey Hunter, 
Larry Pennell";373.0;;true
tt0089647;My American Cousin;1985;PG;90;Biography, Drama;6.3;Adding an intriguing Canadian twist to a universally appealing story of teenage trials, My American Cousin begins as bored 12-year-old Sandy (Margaret Langrick) is preparing for another ...                See full summary »;Sandy Wilson;"Margaret Langrick, 
John Wildman, 
Richard Donat, 
Jane Mortifee";662.0;;true
tt6145054;Simonal;2018;;105;Biography, Drama, Music;6.9;A spectacular rise and a hard fall. So it can be resumed the life of Simonal. Phenomenon of popularity in the 1960s, Simonal saw his meteoric career fall apart when he was accused of collaborating with the dictatorship.;Leonardo Domingues;"Fabrício Boliveira, 
Isis Valverde, 
Leandro Hassum, 
Caco Ciocler";457.0;;true
tt0152148;Razia Sultan;1983;;176;Biography, Drama, History;6.4;An account of the reign of Indian empress Razia Sultan and her love for her slave Jamaluddin Yakut.;Kamal Amrohi;"Hema Malini, 
Dharmendra, 
Parveen Babi, 
Pradeep Kumar";219.0;;true
tt0205958;Fury to Freedom;1985;Not Rated;78;Biography, Drama;6.2;The true story of Raul Ries. Raul abused his wife and hated his father. His name stood for fear, for fighting, and for fury. To his high-school friends he was a violent, dangerous combatant...                See full summary »;Erik Jacobson;"Tom Silardi, 
Joy Vogel, 
Gil Gerard, 
Jaime Alba";108.0;;true
tt11960634;Me Vasantrao;2021;;180;Biography;9.4;Vasantrao is the biography of the classical Hindustani nonconformist Vasantrao Deshpande. Born in a village in Vidarbha, Maharashtra and then raised unaided by his mother in Nagpur, ...                See full summary »;Nipun Dharmadhikari;"Rahul Deshpande, 
Shaunak Chandorkar, 
Pushkaraj Chirputkar, 
Anita Date-Kelkar";516.0;;true
tt0058922;The Secret Killer;1965;;89;Biography, Crime, Thriller;6.7;A true story of Peter Kurten, a serial killer who committed nine murders and many other offenses in Dusseldorf during the Great Depression era.;Robert Hossein;"Robert Hossein, 
Marie-France Pisier, 
Roger Dutoit, 
Annie Anderson";469.0;;true
tt1131747;Phantom Punch;2008;R;104;Biography, Drama, Sport;5.5;The fascinating life story of Sonny Liston, the controversial heavyweight boxing champion of the world.;Robert Townsend;"Ving Rhames, 
Stacey Dash, 
Nicholas Turturro, 
Bridgette Wilson-Sampras";814.0;;true
tt0278031;Sheffey;1977;Not Rated;137;Biography, Drama, Romance;7.4;The life and works of 19th-century circuit rider Robert S. Sheffey.;Katherine Stenholm;"Dwight Anderson, 
Harold Kilpatrick, 
Beneth Jones, 
Elizabeth Edwards";298.0;;true
tt0069110;Pope Joan;1972;PG;132;Biography, Drama, History;5.5;In medieval Europe, a pious young woman becomes a scholar of theology, disguises herself as a man, rises through the Catholic Church hierarchy and is elected Pope.;Michael Anderson;"Liv Ullmann, 
Jeremy Kemp, 
Natasa Nicolescu, 
Sharon Winter";384.0;;true
tt0030202;The Great Waltz;1938;Passed;104;Biography, Drama, Music;6.5;In 1845 Vienna, Johann Strauss II (Fernand Gravey) - 'Jonahi' to his friends - would rather write and perform waltzes than anything else, this at a time when a waltz is not considered ...                See full summary »;"Julien Duvivier, 
Victor Fleming, 
Josef von Sternberg";"Luise Rainer, 
Fernand Gravey, 
Miliza Korjus, 
Hugh Herbert";1243.0;;true
tt1234559;Chico Xavier;2010;;124;Biography, Drama;7.1;A biography of spiritual medium and author Francisco Candido Xavier.;Daniel Filho;"Natalia Soutto, 
Nelson Xavier, 
Ângelo Antônio, 
Matheus Costa";1865.0;;true
tt5693146;Baba Vanga;2016;;76;Biography, Drama;6.4;Memories of the life and visions of the Balkan prophet Baba Vanga, who was predicted the future of human kind and the world up to its end in the year 5079. Baba Vanga, as an older woman, ...                See full summary »;Aleksandra Niemczyk;"Jasmina Basic, 
Bojan Chabichou, 
Amela Delic, 
Zlaja Dzanovic";30.0;;true
tt1925535;Vivaldi, the Red Priest;2009;;120;Biography, Musical;6.6;"The life of Antonio Vivaldi, called ""the red priest"", his relationship with the world and the Church, his spiritual battles, his love for a woman.";Liana Marabini;"Steven Cree, 
Clemency Burton-Hill, 
James Jagger, 
Tiffany Mulheron";46.0;;true
tt11574780;The Immortals Redeemed;2020;;;Biography;6.4;Real life story of a writer's struggle with Hollywood. The Immortals screenplay is pitched and the studio proceeds to steal and distort it. They release his work as The Matrix franchise. Madness, a ruse, a nightmare? You're gonna find out.;"Sophia Stewart, 
Emma Novacich, 
Tasciotti, 
Lenny Cocco & The Chimes";;6.0;;true
tt6283474;Toman;2018;;144;Biography, Drama, History;6.6;"This fascinating historical drama looks at the life of ""the Czech Schindler,"" Zdenek Toman, a controversial figure who was an unsavory politician and dubious entrepreneur, but also the savior of hundreds of European Jews.";Ondrej Trojan;"Jirí Machácek, 
Katerina Winterová, 
Stanislav Majer, 
Kristýna Boková";420.0;;true
tt0114413;Sharaku;1995;;138;Biography, Drama, History;6.8;A crippled kabuki player is taken into a strolling company of itinerant actors. An influential publisher notices his honest, bold drawings, and nurtures him despite persecution and betrayal...                See full summary »;Masahiro Shinoda;"Hiroyuki Sanada, 
Furankî Sakai, 
Shima Iwashita, 
Tsurutarô Kataoka";173.0;;true
tt1706596;Dirch;2011;Not Rated;116;Biography, Drama;6.9;A biography of the Danish actor and comedian, Dirch Passer.;Martin Zandvliet;"Nikolaj Lie Kaas, 
Lars Ranthe, 
Lars Brygmann, 
Malou Reymann";2916.0;;true
tt2076977;Undaunted... The Early Life of Josh McDowell;2011;Not Rated;65;Biography, Drama;8.0;Josh McDowell tells his story of life and hardships. Through drunk parents, sexuall abuse, and how he found Christ despite the troubles.;Cristobal Krusen;"Allen Williamson, 
John Klicka, 
George Seder, 
Tom Emmott";92.0;;true
tt2958712;My Paparotti;2013;;127;Biography, Comedy, Drama;7.1;Story about a gangster who wants to be a tenor singer in South Korea.;Jong-chan Yun;"Lee Jehoon, 
Cho Jin-woong, 
Do-Yeon Lee, 
Sang-Hoon Lee";525.0;;true
tt0067276;Joe Hill;1971;GP;114;Biography, Drama, History;7.3;About the life and death of the legendary Swedish/American agitator Joe Hill.;Bo Widerberg;"Thommy Berggren, 
Anja Schmidt, 
Kelvin Malave, 
Evert Anderson";898.0;29598.0;true
tt0116238;Eva Peron: The True Story;1996;PG;120;Biography, Drama, History;6.6;Drama based on the life of Eva Peron, an obscure actress, who rose to become wife of Argentine strong-man President Juan Peron and one of the most powerful figures in Argentina until her death in 1952 at age 33.;Juan Carlos Desanzo;"Esther Goris, 
Víctor Laplace, 
Cristina Banegas, 
Pepe Novoa";499.0;;true
tt0085190;Au nom de tous les miens;1983;;145;Biography, Drama, War;7.1;A story of the life of a Polish Jewish Holocaust survivor.;Robert Enrico;"Michael York, 
Brigitte Fossey, 
Jacques Penot, 
Helen Hughes";536.0;;true
tt1551641;Winnie Mandela;2011;R;104;Biography, Drama, History;6.1;A drama that chronicles the life of Winnie Mandela from her childhood through her marriage and her husband's incarceration.;Darrell Roodt;"Jennifer Hudson, 
Terrence Howard, 
Elias Koteas, 
Wendy Crewson";856.0;;true
tt11281410;Secrets of love (SOL);2023;;;Biography;9.4;;Ritesh s Kumar;"Ravi Kishan, 
Vivek Anand Mishra, 
Siddhant Pandey, 
Heramba Shankar Tripathi";7.0;;false
tt0098204;Rikyû;1989;;135;Biography, Drama, History;7.1;Legendary tea master Sen no Rikyu is faced with his warmongering lord's unrealistic pretensions.;Hiroshi Teshigahara;"Rentarô Mikuni, 
Yoshiko Mita, 
Tsutomu Yamazaki, 
Kyôko Kishida";781.0;;true
tt11229040;Untitled Bee Gees Biopic;;;;Biography, Drama, Music;;The Bee Gees, the trio whose worldwide sales of more than 220 million records established them as one of the biggest-selling groups of all time.;Lorene Scafaria;;;;true
tt1286747;Danny Greene: The Rise and Fall of the Irishman;2009;TV-MA;60;Biography, Crime, History;6.8;Exclusive interviews with Danny Greene's family, Federal Government Officials, Mafia associates and Cleveland Police Enforcement, with never seen before photos.;Tommy Reid;"Shondor Birns, 
John DiMaggio, 
Barbara Eppich, 
Danny Greene";142.0;;true
tt1585270;Rasputin;2010;Not Rated;85;Biography, Drama, History;4.6;The true story of the greatest occultist of 1900. The truth beyond the Legend.;Louis Nero;"Francesco Cabras, 
Daniele Savoca, 
Franco Nero, 
Marco Sabatino";135.0;;true
tt8032804;Kilroy;2021;;86;Biography, Drama, History;4.0;True redemption story of one of the most powerful mob bosses in California history.;Chris Bollinger;"Wilson Ramirez, 
Steve Louis Villegas, 
Brian Eric Johnson, 
Jose J Santana";136.0;;true
tt0004223;The Life of General Villa;1914;;105;Action, Adventure, Biography;6.7;The life and career of Panccho Villa from young man to revolutionary leader is chronicled.;"Christy Cabanne, 
Raoul Walsh";"Eagle Eye, 
Robert Harron, 
Irene Hunt, 
W.H. Lawrence";68.0;;true
tt11448936;You Know Him;2020;;105;Biography, Comedy, Drama;6.8;Ercan Kesal's debut feature, a one-day tragicomic story of doctor Kemal, who wants to become a candidate for Istanbul's Beyoglu district mayor. He is trying every way to become a candidate. Unexpected events will occur that night.;Ercan Kesal;"Ercan Kesal, 
Selin Yeninci, 
Inanç Konukçu, 
Nazan Kesal";3238.0;;true
tt0045027;La petite Aurore l'enfant martyre;1952;;102;Biography, Drama;4.0;A little girl witnesses the death of her mother--expressly killed through negligence by the woman supposedly nursing the invalid mother back to health. The conniving nurse then marries the ...                See full summary »;Jean-Yves Bigras;"Yvonne Laflamme, 
Lucie Mitchell, 
Paul Desmarteaux, 
Janette Bertrand";311.0;;true
tt10551150;Mao Zedong 1949;2019;;140;Biography, Drama, History;5.8;The film is set in 1949, as the members of the Central Committee of the Communist Party of China prepare to establish a new Chinese state, the People's Republic of China.;"Jianxin Huang, 
Haiqiang Ning";"Guoqiang Tang, 
Jin Liu, 
Ted Duran, 
Johnny Huang";499.0;;true
tt8409498;Dakuaan Da Munda;2018;;120;Action, Biography, Drama;7.6;A young promising Kabaddi player gets addicted to drugs, wreaking his career. However, he gradually fights his addiction and begins a new life, inspiring the youth around him.;Mandeep Benipal;"Dev Kharoud, 
Jagjeet Sandhu, 
Sukhdeep Sukh, 
Pooja Verma";363.0;;true
tt0448621;Marathon;2005;;117;Biography, Drama, Sport;7.7;An autistic boy discovers he has a talent for running and with the help of the mother participates in a major marathon.;Yoon-Chul Jung;"Cho Seung-woo, 
Kim Mi-sook, 
Lee Ki-young, 
Sung-Hyun Baek";2407.0;;true
tt0808392;Neal Cassady;2007;Not Rated;80;Biography, Drama;6.1;"The story of what happened to Neal Cassady after Jack Kerouac's ""On The Road"" came out. Deals primarily with Neal's relationship to his fictional alter-ego, Dean Moriarty.";Noah Buschel;"Tate Donovan, 
Amy Ryan, 
Glenn Fitzgerald, 
Chris Bauer";208.0;;true
tt0054918;The George Raft Story;1961;Approved;106;Biography, Drama;5.7;Dancer George Raft (Ray Danton) finds himself involved with the criminal underworld. After a conflict with gangster boss Frank Donatella (Joe de Santis), he is exiled to Hollywoood, where ...                See full summary »;Joseph M. Newman;"Ray Danton, 
Jayne Mansfield, 
Julie London, 
Barrie Chase";285.0;;true
tt0261066;Piñero;2001;R;103;Biography, Drama;6.2;Miguel Pinero's creative and turbulent life was cut short at age 40: a Tony Award nominee who did time at Sing-Sing, a volatile urban poet whose work is recognized as a precursor to rap and hip-hop, and a writer of hit TV shows.;Leon Ichaso;"Benjamin Bratt, 
Giancarlo Esposito, 
Talisa Soto, 
Nelson Vasquez";1362.0;1418314.0;true
tt1235548;VIPs;2010;Not Rated;95;Biography, Drama;6.6;The life of a real conman and one of the biggest frauds in Brazil.;Toniko Melo;"Wagner Moura, 
Gisele Fróes, 
Emiliano Ruschel, 
Marcela Falci";3315.0;;true
tt0041599;Look for the Silver Lining;1949;Approved;106;Biography, Drama, Musical;6.3;Marilyn Miller grows up in a showbiz family and hits Broadway before she is sixteen. She falls in love with her dancer-mentor Jack, but he is married. When she marries her stage partner Frank he soon is called to arms in World War I.;David Butler;"June Haver, 
Ray Bolger, 
Gordon MacRae, 
Charles Ruggles";415.0;;true
tt0036249;Paracelsus;1943;;104;Biography, Drama;6.8;Paracelsus is the story of the Renaissance era Swiss physician/alchemist/astrologer Philippus Aureolus Theophrastus Bombastus von Hohenheim.;Georg Wilhelm Pabst;"Werner Krauss, 
Harry Langewisch, 
Annelies Reinhold, 
Mathias Wieman";212.0;;true
tt0032719;Little Old New York;1940;Approved;100;Biography, Comedy, Drama;6.5;Steamboat inventor Robert Fulton shows up in New York in 1807. Tavern keeper believes in him, but her boyfriend doesn't. All seems lost when sailors afraid of losing their jobs burn his boat.;Henry King;"Alice Faye, 
Fred MacMurray, 
Richard Greene, 
Brenda Joyce";246.0;;true
tt0107158;A Soul Haunted by Painting;1994;;130;Biography, Drama, Romance;6.6;At the beginning of the twentieth century, Yu-liang leaves a brothel in a small Chinese town, to become the second wife of Mr. Pan. While Pan is away at the revolution in Yunnan, Yu-liang ...                See full summary »;"Shuqin Huang, 
Yimou Zhang";"Gong Li, 
Fang-Tsen, 
Shichang Da, 
Tung-Shing Yee";444.0;;true
tt0099673;God afton, herr Wallenberg;1990;Not Rated;115;Biography, Drama, War;6.5;A story of how a Swedish diplomat saved thousands of Hungarian Jews during the final months of World War II.;Kjell Grede;"Stellan Skarsgård, 
Katharina Thalbach, 
Károly Eperjes, 
Miklós Székely B.";1004.0;;true
tt13275560;Poslední závod;2022;;102;Biography, Drama, Sport;7.1;The drama The Last Race recounts the true story of ski race in 1913, in the Giant Mountain peaks, and two pioneers of Czech skiing, Bohumil Hanc and Vaclav Vrbata participating. The story's third hero is the German athlete, Emerich Rath.;Tomás Hodan;"Krystof Hádek, 
Oldrich Kaiser, 
Marek Adamczyk, 
Vladimír Pokorný";126.0;;true
tt5991954;492: A Man Called Death;2017;;98;Biography, Crime, Drama;6.5;Based of the true story of Júlio Santana, a gunman responsible for 492 murders throughout the country. A Christian, charitable man and a good son, Júlio is always tormented by his conscience every time he pulls the trigger.;Henrique Goldman;"Marco Pigossi, 
Fabiula Nascimento, 
André Mattos, 
Jessica Alencar";627.0;;true
tt11940240;Salgueiro Maia - The implicated;2022;;115;Biography, Drama;6.9;The storie of a true Portuguese hero. For himself he asked nothing, for the country all.;Sérgio Graciano;"Tomás Alves, 
Frederico Barata, 
Filipa Areosa, 
Diogo Martins";179.0;;true
tt0046298;Serpent of the Nile;1953;Approved;81;Adventure, Biography, History;5.0;In 44 BC, after the assassination of the leader of Rome Julius Caesar, Egyptian Queen Cleopatra and one of the highest ranking Roman generals and Caesar's possible successor Mark Anthony begin a tragic love affair.;William Castle;"Rhonda Fleming, 
William Lundigan, 
Raymond Burr, 
Jean Byron";256.0;;true
tt10036324;On Smoother Dirt;;;;Biography, Drama;;Authorized Ernie Banks Biography Movie;John Biord;"Andy Garcia, 
Kellan Lutz, 
Louis Gossett Jr., 
Alexandra Wright";;;true
tt0051754;I Accuse!;1958;Approved;99;Biography, Drama, History;7.2;In 1894 France, a Jewish officer in the French Army is falsely accused of spying for Germany.;José Ferrer;"José Ferrer, 
Anton Walbrook, 
Viveca Lindfors, 
Leo Genn";641.0;;true
tt7027690;Ice Cream in the Cupboard;2019;;90;Biography, Drama, Romance;5.7;After being physically attacked by his loving wife Carmen, a series of unsettling incidents lead her husband Pat to question just what is happening to her. It's only when Carmen can't find ...                See full summary »;Drew Pollins;"Jaime King, 
Sean Whalen, 
Tobin Bell, 
Andrea Londo";499.0;;true
tt12769462;Aleksandar od Jugoslavije;2021;;95;Biography, Drama, History;4.4;A biographical story of Serbian King Aleksandar I Karadjordjevic.;Zdravko Sotra;"Ljubomir Bulajic, 
Tamara Aleksic, 
Petar Strugar, 
Nebojsa Ilic";105.0;;true
tt23004264;Bonnard, Pierre et Marthe;;;;Biography, Drama, Romance;;Explores the art and love story of renowned French painters Pierre Bonnard and his wife Marthe.;Martin Provost;"Cécile de France, 
Stacy Martin, 
Vincent Macaigne, 
Anouk Grinberg";;;true
tt26688393;Tom Hanks: The Nomad;2023;;;Biography;;From humble beginnings to an aspiring thespian to acting as some of the world's most iconic and notable characters. He has picked up a reputation as 'America's Nice Guy', 'The Everyman' and...                See full summary »;Jake Hickman;Josie Ellis;;;true
tt0121587;Narcotic;1933;Not Rated;57;Biography, Drama, Horror;4.0;Exploration film which follows the downward spiral of an idealistic medical student whose fall from grace leads him to opium dens, a carnival freakshow, swanky drug parties, dingy brothels, and finally the barrel of his own revolver.;"Dwain Esper, 
Vival Sodar't";"Harry Cording, 
Joan Dix, 
Patricia Farley, 
Jean Lacy";377.0;;true
tt5093668;Glorious;2016;PG-13;96;Biography, Crime, Drama;6.3;The compelling story of a young man's journey from rage and gang violence to the unusual gift that God would use to turn his life around.;Juan Daniel Zavaleta;"Gabriel Aaron Zavaleta, 
Darcy Grey, 
Anselmo Zavaleta, 
Tanya Nungaray";57.0;;true
tt9412726;Poliorkia;2019;;101;Adventure, Biography, History;6.9;Inspired by the story of the battle of Dovra monastery in 1822 in Veria, Greece, the love story of two young Greeks unfolds as they prepare to secretly get married in a church that is surrounded by Turkish troops.;Vasilis Tsikaras;"Dezy Sempekopoulou, 
Dimitris Papadopoulos, 
Giorgos Zois, 
Lefteris Dimiropoulos";113.0;;true
tt0065209;Where's Jack?;1969;G;120;Adventure, Biography, Crime;6.5;The adventures and the exploits of notorious English thief and prison-breaker Jack Sheppard in 1720s London.;James Clavell;"Tommy Steele, 
Stanley Baker, 
Alan Badel, 
Dudley Foster";182.0;;true
tt1660399;Nude;2010;;103;Biography, Drama;4.9;Young and attractive, northern Japanese girl from Niigata Prefecture makes the move south to the bright lights of the Japanese capital of Tokyo upon graduating from high school. Hiromi ...                See full summary »;Yûichi Onuma;"Naoko Watanabe, 
Ken Mitsuishi, 
Aimi Satsukawa, 
Tsuyoshi Gotô";275.0;;true
tt0262223;Alluri Seetharama Raju;1974;;187;Action, Biography, Drama;8.0;Biopic on the life of the famous Telugu freedom fighter Alluri Seetarama Raju.;V. Ramachandra Rao;"Krishna, 
Kongara Jaggaiah, 
Vijaya Nirmala, 
Chandramohan";383.0;;true
tt3132714;Marie's Story;2014;Not Rated;95;Biography, Drama;7.4;Marie Heurtin is born both blind and deaf. Sister Marguerette wins her trust and teaches her how to express herself.;Jean-Pierre Améris;"Isabelle Carré, 
Ariana Rivoire, 
Brigitte Catillon, 
Noémie Churlet";1864.0;11720.0;true
tt0042844;The Petty Girl;1950;Approved;88;Biography, Comedy, Musical;6.0;An artist famous for his calendar portraits of beautiful women becomes fascinated by a prim and proper professor and tries to get her to pose for his artwork. She declines his offer, but he's determined not to take no for an answer.;Henry Levin;"Robert Cummings, 
Joan Caulfield, 
Elsa Lanchester, 
Melville Cooper";280.0;;true
tt7408776;Mori, the Artist's Habitat;2018;;99;Biography, Comedy, Drama;6.8;Vegetation thrives in painter Morikazu's garden, which is home to creatures that serve as models for his paintings, including numerous bugs and cats. A sweet and heartwarming day begins for...                See full summary »;Shûichi Okita;"Tsutomu Yamazaki, 
Munetaka Aoki, 
Mitsuru Fukikoshi, 
Yoichi Hayashi";449.0;;true
